disasterNumber,declarationDate,disasterType,incidentType,title,region,state,hmgpCloseoutStatus,hmgpReconciliationDate,hmgpPopEndDate,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedRecipientAdmin,obligatedSubrecipientAdmin,obligatedRecipientMgmtAmt,pendingProjectsQuantity,formattedDate,formattedyear
4186,2014-07-28 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",8,South Dakota,Closed,2018-09-27T00:00:00.000Z,,1512985.0,57515.0,102625.0,1282309.0,0.0,0.0,70536.0,0.0,July 2014,2014
5436,2022-04-23 00:00:00+00:00,FM,Fire,ROAD 702 FIRE,7,Nebraska,Open,,,41455.92,23747.92,0.0,0.0,0.0,0.0,17708.0,0.0,April 2022,2022
4720,2023-07-14 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,Vermont,Open,,,13284873.0,0.0,0.0,13284873.0,0.0,0.0,0.0,15.0,July 2023,2023
5159,2016-11-09 00:00:00+00:00,FM,Fire,FLIPPERS BEND FIRE,4,Tennessee,Closed,2023-03-03T00:00:00.000Z,,1042961.46,0.0,0.0,970910.51,0.0,0.0,72050.95,0.0,November 2016,2016
4752,2023-12-23 00:00:00+00:00,DR,Flood,FLOODING,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2023,2023
4383,2018-08-10 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",5,Wisconsin,Open,,,2070628.49,10012.49,73339.28,1663520.21,0.0,0.0,218457.0,0.0,August 2018,2018
1557,2004-09-19 00:00:00+00:00,DR,Hurricane,TROPICAL DEPRESSION IVAN,3,Pennsylvania,Closed,2010-08-31T00:00:00.000Z,2007-12-31T00:00:00.000Z,9768599.0,0.0,0.0,9530002.0,2468.0,236129.0,0.0,0.0,September 2004,2004
5490,2024-03-01 00:00:00+00:00,FM,Fire,HAPPY JACK FIRE,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2024,2024
4652,2022-05-04 00:00:00+00:00,DR,Fire,"WILDFIRES, STRAIGHT-LINE WINDS, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",6,New Mexico,Open,,,2831793.49,0.0,2275684.74,517284.86,0.0,0.0,0.0,15.0,May 2022,2022
5528,2024-08-06 00:00:00+00:00,FM,Fire,ELK LANE FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2024,2024
4829,2024-09-29 00:00:00+00:00,DR,Hurricane,HURRICANE HELENE,4,South Carolina,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
5473,2023-08-03 00:00:00+00:00,FM,Fire,LOST HORSE CREEK FIRE,10,Alaska,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,August 2023,2023
5431,2022-04-12 00:00:00+00:00,FM,Fire,HERMIT'S PEAK FIRE,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2022,2022
4243,2015-10-20 00:00:00+00:00,DR,Fire,WILDFIRES AND MUDSLIDES,10,Washington,Open,,,3603292.12,0.0,291113.86,3105115.26,0.0,0.0,207063.0,0.0,October 2015,2015
5324,2020-08-02 00:00:00+00:00,FM,Fire,FALLING STAR FIRE,8,Montana,Open,,,2513023.6,0.0,157500.0,2038227.45,0.0,0.0,263830.15,0.0,August 2020,2020
5380,2020-10-26 00:00:00+00:00,FM,Fire,SILVERADO FIRE,9,California,Open,,,4236821.47,389389.0,0.0,3407626.25,0.0,0.0,183665.07,4.0,October 2020,2020
5419,2021-10-13 00:00:00+00:00,FM,Fire,ALISAL FIRE,9,California,Open,,,680284.03,0.0,440468.75,132600.0,0.0,0.0,72503.2,3.0,October 2021,2021
5309,2020-05-13 00:00:00+00:00,FM,Fire,36TH AVENUE FIRE,4,Florida,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2020,2020
4558,2020-08-22 00:00:00+00:00,DR,Fire,WILDFIRES,9,California,Open,,,44695659.88,3310713.5,1847888.0,33153300.54,0.0,0.0,4626393.93,14.0,August 2020,2020
5195,2017-08-04 00:00:00+00:00,FM,Fire,PIPELINE FIRE,10,Oregon,Open,,,3301738.09,111809.25,136235.53,2776588.31,0.0,0.0,277105.0,0.0,August 2017,2017
4560,2020-09-09 00:00:00+00:00,DR,Hurricane,HURRICANE ISAIAS,2,Puerto Rico,Open,,,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,September 2020,2020
4569,2020-10-16 00:00:00+00:00,DR,Fire,WILDFIRES,9,California,Open,,,34511536.12,1361326.0,746019.0,29118817.32,0.0,0.0,2424821.86,16.0,October 2020,2020
4464,2019-09-30 00:00:00+00:00,DR,Hurricane,HURRICANE DORIAN,4,South Carolina,Open,,,4103320.54,111492.0,411000.0,3141514.69,0.0,0.0,346917.09,2.0,September 2019,2019
4285,2016-10-10 00:00:00+00:00,DR,Hurricane,HURRICANE MATTHEW,4,North Carolina,Open,,,70218658.51,1109202.0,1551807.34,63465657.88,0.0,0.0,4091991.29,0.0,October 2016,2016
4618,2021-09-10 00:00:00+00:00,DR,Hurricane,REMNANTS OF HURRICANE IDA,3,Pennsylvania,Open,,,24941902.78,1125000.0,450000.0,21160253.14,0.0,0.0,1034154.66,16.0,September 2021,2021
4757,2024-02-08 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",5,Michigan,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,February 2024,2024
4353,2018-01-02 00:00:00+00:00,DR,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",9,California,Open,,,33289126.49,1210359.26,873083.54,28397046.16,0.0,0.0,2208279.47,5.0,January 2018,2018
4079,2012-08-24 00:00:00+00:00,DR,Flood,FLOODING,6,New Mexico,Closed,2021-11-15T00:00:00.000Z,,7634682.84,202782.07,0.0,7070210.94,0.0,0.0,361689.83,0.0,August 2012,2012
4732,2023-08-25 00:00:00+00:00,DR,Flood,FLOODING,7,Iowa,Open,,,497534.75,33641.25,60300.0,348274.5,0.0,0.0,32101.0,1.0,August 2023,2023
4755,2024-01-30 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,2,New York,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,January 2024,2024
5503,2024-07-05 00:00:00+00:00,FM,Fire,FRENCH FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
4363,2018-05-04 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Indiana,Open,,,2337316.62,129339.0,0.0,1895253.62,0.0,0.0,312724.0,0.0,May 2018,2018
4188,2014-08-11 00:00:00+00:00,DR,Fire,WILDFIRES,10,Washington,Open,,,3371825.07,0.0,80012.03,3058856.04,0.0,0.0,232957.0,0.0,August 2014,2014
4673,2022-09-29 00:00:00+00:00,DR,Hurricane,HURRICANE IAN,4,Florida,Open,,,35593018.03,0.0,0.0,24193893.17,0.0,0.0,10435178.48,128.0,September 2022,2022
5536,2024-09-08 00:00:00+00:00,FM,Fire,BOYLES FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
5535,2024-09-07 00:00:00+00:00,FM,Fire,LINE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
4401,2018-10-15 00:00:00+00:00,DR,Hurricane,HURRICANE FLORENCE,3,Virginia,Open,,,5163954.59,229657.5,173073.56,3883021.75,0.0,0.0,587987.83,1.0,October 2018,2018
5463,2023-04-13 00:00:00+00:00,FM,Fire,HADDAM FIRE,7,Kansas,Open,,,45243.13,21268.13,0.0,0.0,0.0,0.0,23975.0,9.0,April 2023,2023
5533,2024-09-07 00:00:00+00:00,FM,Fire,DAVIS FIRE,9,Nevada,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
4744,2023-10-06 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,1,Vermont,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2023,2023
4564,2020-09-23 00:00:00+00:00,DR,Hurricane,HURRICANE SALLY,4,Florida,Open,,,36400262.38,495567.0,0.0,33096530.7,0.0,0.0,2116753.29,4.0,September 2020,2020
4279,2016-09-16 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,3,Maryland,Closed,2023-07-13T00:00:00.000Z,,323833.13,0.0,0.0,272770.13,0.0,0.0,51063.0,0.0,September 2016,2016
4677,2022-11-21 00:00:00+00:00,DR,Hurricane,HURRICANE IAN,4,South Carolina,Open,,,417653.65,155300.25,149493.9,0.0,0.0,0.0,108397.0,20.0,November 2022,2022
4293,2016-12-15 00:00:00+00:00,DR,Fire,WILDFIRES,4,Tennessee,Closed,2022-03-16T00:00:00.000Z,,223190.28,0.0,0.0,201820.28,0.0,0.0,21370.0,0.0,December 2016,2016
4567,2020-10-02 00:00:00+00:00,DR,Hurricane,TROPICAL STORM ISAIAS,2,New York,Open,,,11324502.48,0.0,3478075.64,6175824.39,0.0,0.0,1248454.67,4.0,October 2020,2020
5534,2024-09-07 00:00:00+00:00,FM,Fire,RAIL RIDGE FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
1609,2005-10-24 00:00:00+00:00,DR,Hurricane,HURRICANE WILMA,4,Florida,Closed,2023-06-30T00:00:00.000Z,,146249079.21,14423338.0,9133480.0,115695790.32,343645.8,1125069.52,5527755.57,0.0,October 2005,2005
4283,2016-10-08 00:00:00+00:00,DR,Hurricane,HURRICANE MATTHEW,4,Florida,Open,,,40342468.95,0.0,0.0,37954581.95,0.0,0.0,2387887.0,0.0,October 2016,2016
5386,2021-04-27 00:00:00+00:00,FM,Fire,THREE RIVERS FIRE,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,April 2021,2021
5102,2015-08-15 00:00:00+00:00,FM,Fire,CANYON CREEK FIRE COMPLEX,10,Oregon,Closed,2023-06-30T00:00:00.000Z,,134573.0,20565.0,0.0,92416.0,0.0,0.0,21592.0,0.0,August 2015,2015
4580,2021-01-12 00:00:00+00:00,DR,Hurricane,TROPICAL STORM ISAIAS,1,Connecticut,Open,,,1122162.41,0.0,108156.15,1002600.0,0.0,0.0,11406.26,0.0,January 2021,2021
4459,2019-08-27 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",5,Wisconsin,Open,,,3646477.65,0.0,177939.05,2893304.67,0.0,0.0,429656.43,3.0,August 2019,2019
4584,2021-02-04 00:00:00+00:00,DR,Fire,WILDFIRES AND STRAIGHT-LINE WINDS,10,Washington,Open,,,4886792.68,184032.9,221533.71,3914491.8,0.0,0.0,334753.54,0.0,February 2021,2021
4269,2016-04-25 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING ,6,Texas,Closed,2023-05-30T00:00:00.000Z,,5048239.59,140215.5,659203.58,3623566.51,0.0,0.0,625254.0,0.0,April 2016,2016
4129,2013-07-12 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,2,New York,Open,,,2562889.0,0.0,0.0,2141000.0,0.0,0.0,421889.0,0.0,July 2013,2013
1780,2008-07-24 00:00:00+00:00,DR,Hurricane,HURRICANE DOLLY,6,Texas,Closed,2019-08-14T00:00:00.000Z,,14538117.54,534062.0,292957.53,13165197.57,0.0,0.0,545900.44,0.0,July 2008,2008
5515,2024-07-21 00:00:00+00:00,FM,Fire,HAWARDEN FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
4843,2024-11-01 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING ,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,November 2024,2024
5498,2024-06-18 00:00:00+00:00,FM,Fire,SALT FIRE,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2024,2024
4288,2016-10-20 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND MUDSLIDES",5,Wisconsin,Closed,2023-09-29T00:00:00.000Z,,1534196.17,26608.2,109001.3,1321260.28,0.0,0.0,77326.39,0.0,October 2016,2016
5182,2017-05-23 00:00:00+00:00,FM,Fire,SPROMBERG FIRE,10,Washington,Open,,,5991349.32,201241.31,194432.25,5263149.76,0.0,0.0,332526.0,0.0,May 2017,2017
4284,2016-10-08 00:00:00+00:00,DR,Hurricane,HURRICANE MATTHEW,4,Georgia,Open,,,14701376.53,914355.31,1168050.22,11710296.0,0.0,0.0,908675.0,0.0,October 2016,2016
4445,2019-06-14 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,1,Vermont,Open,,,970946.18,0.0,30010.5,916226.27,0.0,0.0,24709.41,0.0,June 2019,2019
4335,2017-09-07 00:00:00+00:00,DR,Hurricane,HURRICANE IRMA,2,Virgin Islands of the U.S.,Open,,,29244881.39,2304029.0,0.0,23783237.01,0.0,0.0,2514772.38,0.0,September 2017,2017
5203,2017-09-03 00:00:00+00:00,FM,Fire,EAGLE CREEK FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
5198,2017-08-20 00:00:00+00:00,FM,Fire,CHETCO BAR FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2017,2017
4087,2012-10-30 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,1,Connecticut,Closed,2023-05-30T00:00:00.000Z,,9402903.16,0.0,0.0,8818778.16,0.0,0.0,584125.0,0.0,October 2012,2012
5471,2023-07-23 00:00:00+00:00,FM,Fire,GOLDEN FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2023,2023
5196,2017-08-17 00:00:00+00:00,FM,Fire,MILLI 0843 CS FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2017,2017
5326,2020-08-03 00:00:00+00:00,FM,Fire,NORTH FIRE,9,Nevada,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5328,2020-08-15 00:00:00+00:00,FM,Fire,LOYALTON FIRE,9,Nevada,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
4340,2017-09-20 00:00:00+00:00,DR,Hurricane,HURRICANE MARIA,2,Virgin Islands of the U.S.,Open,,,170061198.22,23065034.76,4932697.0,111807595.8,0.0,0.0,25561997.94,8.0,September 2017,2017
4382,2018-08-04 00:00:00+00:00,DR,Fire,WILDFIRES AND HIGH WINDS,9,California,Open,,,23636586.38,311910.66,1099813.46,18914748.88,0.0,0.0,2450694.74,26.0,August 2018,2018
1624,2006-01-11 00:00:00+00:00,DR,Fire,EXTREME WILDFIRE THREAT,6,Texas,Closed,2015-09-10T00:00:00.000Z,,1681560.0,149555.0,224138.0,1248013.0,8170.0,47739.0,3945.0,0.0,January 2006,2006
4029,2011-09-09 00:00:00+00:00,DR,Fire,WILDFIRES,6,Texas,Closed,2021-05-18T00:00:00.000Z,,11865026.97,247934.29,75680.9,10971558.92,0.0,0.0,569852.86,0.0,September 2011,2011
4758,2024-02-19 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February 2024,2024
4195,2014-09-25 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Michigan,Closed,2023-06-30T00:00:00.000Z,,24485683.41,1127258.9,117937.83,22427257.91,0.0,0.0,813228.77,0.0,September 2014,2014
5470,2023-07-23 00:00:00+00:00,FM,Fire,NEWELL ROAD FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2023,2023
5263,2018-07-29 00:00:00+00:00,FM,Fire,GRASSY RIDGE FIRE,10,Idaho,Closed,2024-06-28T00:00:00.000Z,,300576.5,4850.0,29750.0,245194.5,0.0,0.0,20782.0,0.0,July 2018,2018
1931,2010-08-03 00:00:00+00:00,DR,Hurricane,HURRICANE ALEX,6,Texas,Closed,2018-09-09T00:00:00.000Z,,2695875.0,35909.0,312657.0,2162365.0,0.0,0.0,184944.0,0.0,August 2010,2010
5484,2023-08-25 00:00:00+00:00,FM,Fire,IDA FIRE,6,Louisiana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
5100,2015-08-14 00:00:00+00:00,FM,Fire,CHELAN FIRE COMPLEX,10,Washington,Closed,2022-06-21T00:00:00.000Z,,238444.48,0.0,22491.38,194408.42,0.0,0.0,21544.68,0.0,August 2015,2015
4455,2019-08-02 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3,West Virginia,Open,,,363002.48,0.0,0.0,276057.48,0.0,0.0,81746.0,1.0,August 2019,2019
4715,2023-05-25 00:00:00+00:00,DR,Hurricane,TYPHOON MAWAR,9,Guam,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2023,2023
4323,2017-07-12 00:00:00+00:00,DR,Flood,FLOODING,8,North Dakota,Closed,2024-05-02T00:00:00.000Z,,563589.34,23820.0,46852.75,460335.87,0.0,0.0,32580.72,0.0,July 2017,2017
5529,2024-08-09 00:00:00+00:00,FM,Fire,LEE FALLS FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2024,2024
4345,2017-10-16 00:00:00+00:00,DR,Hurricane,TROPICAL STORM HARVEY,6,Louisiana,Closed,2024-09-11T00:00:00.000Z,,265140.44,0.0,50313.96,118172.18,0.0,0.0,96654.3,0.0,October 2017,2017
4333,2017-08-27 00:00:00+00:00,DR,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",10,Idaho,Closed,2023-09-08T00:00:00.000Z,,382722.84,0.0,32807.0,326997.84,0.0,0.0,22918.0,0.0,August 2017,2017
4435,2019-05-20 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",7,Missouri,Closed,2024-02-10T00:00:00.000Z,2023-08-17T00:00:00.000Z,7132699.78,34016.86,361403.25,5995694.41,0.0,0.0,587579.02,0.0,May 2019,2019
4444,2019-06-12 00:00:00+00:00,DR,Flood,FLOODING,8,North Dakota,Open,,,1556456.1,55686.07,91461.0,1219916.76,0.0,0.0,189392.27,0.0,June 2019,2019
5307,2020-05-06 00:00:00+00:00,FM,Fire,5 MILE SWAMP FIRE,4,Florida,Closed,2023-09-13T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May 2020,2020
5512,2024-07-18 00:00:00+00:00,FM,Fire,FALLS FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5511,2024-07-18 00:00:00+00:00,FM,Fire,LONE ROCK FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5516,2024-07-22 00:00:00+00:00,FM,Fire,DURKEE FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
4574,2020-12-11 00:00:00+00:00,DR,Hurricane,TROPICAL STORM ISAIAS,2,New Jersey,Open,,,5069307.29,56500.0,0.0,4168556.3,0.0,0.0,609850.64,0.0,December 2020,2020
1982,2011-05-10 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Minnesota,Closed,2017-09-22T00:00:00.000Z,,574042.0,92438.0,48422.0,281620.0,0.0,0.0,151562.0,0.0,May 2011,2011
5514,2024-07-21 00:00:00+00:00,FM,Fire,BATTLE MOUNTAIN FIRE COMPLEX,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
